# static_c=1_k=2_n=100_b=-0.02_p=0
#
# N1	aoic	stdev
0	-0.182817	0.253132
1	-0.119433	0.25517
2	-0.0556277	0.237237
3	-0.000656398	0.245674
4	0.0562067	0.222405
5	0.119312	0.218812
6	0.171723	0.214864
7	0.218081	0.211263
8	0.278323	0.201551
9	0.303497	0.206105
10	0.353654	0.198125
11	0.410304	0.191537
12	0.4548	0.191628
13	0.48247	0.190079
14	0.51443	0.169798
15	0.560596	0.167415
16	0.589089	0.162502
17	0.62831	0.165539
18	0.663532	0.162454
19	0.690641	0.157403
20	0.716484	0.150878
21	0.747282	0.152655
22	0.785442	0.137294
23	0.80494	0.137189
24	0.827405	0.138862
25	0.840708	0.131823
26	0.867509	0.12844
27	0.890002	0.11832
28	0.909019	0.115622
29	0.924459	0.111569
30	0.941646	0.10786
31	0.963054	0.107429
32	0.979633	0.0980421
33	0.98769	0.0940672
34	1.00667	0.0900379
35	1.02	0.0937737
36	1.02855	0.0846755
37	1.0399	0.0830694
38	1.05037	0.080793
39	1.05969	0.0740202
40	1.0705	0.0747371
41	1.08426	0.0664474
42	1.09051	0.0612059
43	1.10191	0.0590868
44	1.1081	0.0584335
45	1.11801	0.0537477
46	1.1196	0.0537632
47	1.12587	0.0511624
48	1.13245	0.0492522
49	1.14166	0.0440818
50	1.14698	0.0423319
51	1.15395	0.0374695
52	1.15922	0.035892
53	1.16159	0.0373459
54	1.17022	0.0291064
55	1.17309	0.0298225
56	1.17789	0.0277319
57	1.1835	0.0239151
58	1.18602	0.0249084
59	1.192	0.0186537
60	1.19429	0.0211491
