# static_c=1_k=2_n=500_b=-0.06_p=0
#
# N1	aoic	stdev
0	-0.81764	0.0801713
5	-0.733368	0.0796879
10	-0.655074	0.0848914
15	-0.583921	0.0806149
20	-0.506205	0.0848844
25	-0.429511	0.0840809
30	-0.356598	0.0844763
35	-0.288657	0.0830161
40	-0.226782	0.0838115
45	-0.156737	0.0810126
50	-0.0940974	0.0835303
55	-0.031723	0.0819354
60	0.0254412	0.0825235
65	0.0819525	0.0818388
70	0.137349	0.0810516
75	0.185305	0.0811619
80	0.237112	0.0775003
85	0.28731	0.0765228
90	0.336755	0.0778212
95	0.381948	0.0766417
100	0.420561	0.0763673
105	0.463904	0.0760935
110	0.502796	0.073752
115	0.545139	0.069671
120	0.581871	0.0701597
125	0.614136	0.0682734
130	0.645525	0.0682274
135	0.676057	0.0640323
140	0.706829	0.0654634
145	0.736273	0.0614364
150	0.761449	0.0624632
155	0.787374	0.0593024
160	0.814369	0.0580518
165	0.835588	0.0572649
170	0.86125	0.0555357
175	0.880693	0.0530458
180	0.901496	0.0500951
185	0.922122	0.0481898
190	0.935384	0.0483988
195	0.95463	0.0456593
200	0.973089	0.0449308
205	0.98797	0.0411753
210	1.00318	0.0409695
215	1.01492	0.038963
220	1.0308	0.0380252
225	1.04076	0.0372594
230	1.05473	0.0343657
235	1.06541	0.033787
240	1.07485	0.0316816
245	1.08666	0.0312752
250	1.09533	0.0294289
255	1.10374	0.0265314
260	1.11365	0.026542
265	1.12007	0.0254003
270	1.1277	0.0239819
275	1.13748	0.0212484
280	1.14316	0.0207277
285	1.15013	0.0198874
290	1.15547	0.0194131
295	1.16153	0.0174417
300	1.16712	0.0161589
