# dynamic_c=1_k=2_n=500_b=-0.02_p=0.9
#
# N1	aoic	stdev
0	-0.750671	0.685203
5	-0.584924	0.818614
10	-0.316985	0.93959
15	0.0135752	0.985341
20	0.369026	0.918029
25	0.64035	0.766312
30	0.79544	0.618139
35	0.917098	0.441062
40	0.996859	0.247797
45	1.03061	0.0820648
50	1.03814	0.000326934
55	1.04196	0.000321411
60	1.04579	0.000334405
65	1.04957	0.000340783
70	1.05336	0.000349436
75	1.05712	0.000346491
80	1.06087	0.000354182
85	1.06459	0.000375338
90	1.06829	0.000381395
95	1.072	0.000368323
100	1.07566	0.000366605
105	1.07933	0.000369553
110	1.08301	0.000394132
115	1.08664	0.000397784
120	1.09026	0.000381379
125	1.09386	0.000383258
130	1.09746	0.000391107
135	1.10104	0.000396842
140	1.10459	0.000383299
145	1.10812	0.000387868
150	1.11169	0.00039829
155	1.1152	0.000407775
160	1.11872	0.000410365
165	1.12223	0.00039565
170	1.12569	0.000381689
175	1.12916	0.000386891
180	1.13262	0.000408256
185	1.13607	0.000392321
190	1.13951	0.00038479
195	1.14292	0.000395794
200	1.14634	0.000389409
205	1.14975	0.000394801
210	1.1531	0.000389902
215	1.15645	0.000378971
220	1.15983	0.000392844
225	1.16318	0.000392014
230	1.16652	0.000384098
235	1.16984	0.000389724
240	1.17317	0.000379818
245	1.17648	0.000370748
250	1.17976	0.000376865
255	1.18305	0.000370335
260	1.18629	0.000370357
265	1.18957	0.000371291
270	1.19279	0.000362376
275	1.19607	0.000355647
280	1.19929	0.000373828
285	1.20251	0.000365198
290	1.20574	0.000353904
295	1.20892	0.000349639
300	1.21211	0.000341269
