# dynamic_c=1_k=2_n=100_b=-0.08_p=0
#
# N1	aoic	stdev
0	-0.963948	0.118136
1	-0.882637	0.134533
2	-0.823281	0.129555
3	-0.750616	0.138826
4	-0.666516	0.151305
5	-0.592557	0.147224
6	-0.523487	0.148689
7	-0.461787	0.152913
8	-0.393773	0.159429
9	-0.326714	0.157677
10	-0.245813	0.172985
11	-0.190489	0.168322
12	-0.125152	0.161869
13	-0.0562987	0.164473
14	-0.000828578	0.171612
15	0.0586546	0.17191
16	0.10905	0.172235
17	0.170508	0.180987
18	0.220243	0.168099
19	0.274406	0.162826
20	0.318252	0.171385
21	0.367047	0.167307
22	0.410557	0.166245
23	0.451116	0.158175
24	0.492036	0.160241
25	0.53305	0.164448
26	0.57775	0.158965
27	0.611012	0.154844
28	0.642942	0.148469
29	0.682514	0.143175
30	0.7027	0.143319
31	0.733535	0.145246
32	0.771196	0.139538
33	0.794661	0.134501
34	0.818172	0.128008
35	0.840887	0.126154
36	0.866526	0.125164
37	0.892085	0.113425
38	0.912505	0.112464
39	0.92754	0.114001
40	0.949711	0.10895
41	0.972089	0.108793
42	0.98617	0.100926
43	1.002	0.098238
44	1.0193	0.0886213
45	1.03128	0.0883249
46	1.04654	0.0840054
47	1.05997	0.0793917
48	1.06902	0.0756737
49	1.08015	0.0741905
50	1.09091	0.0697647
51	1.10034	0.0665148
52	1.10811	0.0622461
53	1.11922	0.0589846
54	1.12674	0.0590202
55	1.1379	0.0519514
56	1.14525	0.0478252
57	1.15263	0.0467368
58	1.15729	0.0444202
59	1.16547	0.0405057
60	1.17115	0.0405076
