# static_c=1_k=2_n=100_b=0_p=0.5
#
# N1	aoic	stdev
0	-0.0413736	0.923315
1	0.128362	0.89821
2	0.270232	0.852616
3	0.436302	0.777076
4	0.570898	0.701445
5	0.646711	0.632805
6	0.732826	0.553835
7	0.828505	0.448143
8	0.878898	0.364999
9	0.924954	0.297291
10	0.940315	0.26993
11	0.962149	0.234145
12	0.989423	0.182174
13	1.00715	0.129924
14	1.02095	0.0997248
15	1.02575	0.0916016
16	1.03293	0.0881093
17	1.03933	0.0734087
18	1.04766	0.0515622
19	1.05186	0.0533487
20	1.06094	0.0372347
21	1.06278	0.0500573
22	1.06865	0.037024
23	1.07103	0.0446723
24	1.07466	0.0433419
25	1.08024	0.0376277
26	1.08542	0.0342398
27	1.08942	0.0271891
28	1.09387	0.0242412
29	1.09806	0.0263477
30	1.10226	0.0212837
31	1.10512	0.0235006
32	1.10926	0.0223906
33	1.1122	0.0197744
34	1.11641	0.0216251
35	1.12032	0.0169477
36	1.12402	0.015909
37	1.12776	0.0136648
38	1.13089	0.0147666
39	1.13517	0.0123241
40	1.13809	0.0140864
41	1.14211	0.0105621
42	1.14521	0.0112118
43	1.14926	0.00718188
44	1.15219	0.0101931
45	1.15517	0.0112564
46	1.1586	0.00982963
47	1.16209	0.00974452
48	1.16534	0.00833653
49	1.16911	0.00470568
50	1.17232	0.00465069
51	1.17539	0.00699597
52	1.17875	0.00680389
53	1.18196	0.00644686
54	1.18507	0.00444906
55	1.18827	0.00512332
56	1.19124	0.00659168
57	1.1949	0.00330483
58	1.19784	0.00382141
59	1.20131	0.00321847
60	1.20429	0.00322191
