# static_c=1_k=2_n=100_b=0_p=0.1
#
# N1	aoic	stdev
0	0.0141037	0.38508
1	0.0772185	0.366577
2	0.152233	0.344583
3	0.257376	0.3224
4	0.318569	0.322236
5	0.337487	0.298127
6	0.409917	0.291126
7	0.458679	0.267421
8	0.519357	0.268137
9	0.55708	0.251685
10	0.60521	0.236562
11	0.635953	0.224244
12	0.675097	0.21269
13	0.71149	0.201448
14	0.742486	0.190844
15	0.773792	0.179326
16	0.80202	0.169361
17	0.819399	0.17005
18	0.846002	0.156627
19	0.870613	0.147338
20	0.883159	0.146551
21	0.906694	0.133954
22	0.927418	0.122316
23	0.940022	0.120454
24	0.963103	0.112099
25	0.973413	0.110103
26	0.985582	0.107539
27	1.0009	0.101954
28	1.01121	0.0987205
29	1.01854	0.0935799
30	1.03301	0.0867746
31	1.03725	0.0859169
32	1.05004	0.0796391
33	1.05685	0.0791972
34	1.07085	0.0696887
35	1.07834	0.0670238
36	1.08711	0.06522
37	1.09441	0.0589029
38	1.10213	0.0531617
39	1.10822	0.0524616
40	1.11307	0.0531642
41	1.12001	0.0467537
42	1.12692	0.0451019
43	1.13166	0.042607
44	1.13512	0.0418442
45	1.14059	0.0403362
46	1.14735	0.0333523
47	1.15112	0.0355408
48	1.15678	0.0313858
49	1.16305	0.0249937
50	1.16588	0.026939
51	1.1694	0.0264833
52	1.17444	0.0231607
53	1.1767	0.0247783
54	1.18284	0.0182092
55	1.18537	0.0195684
56	1.18963	0.0173147
57	1.19334	0.0148356
58	1.19728	0.0124507
59	1.19998	0.0146357
60	1.20406	0.0114096
