# dynamic_c=1_k=4_n=500_b=0_p=0
#
# N1	aoic	stdev
0	-0.00119913	0.152363
5	0.0762801	0.147639
10	0.153733	0.137984
15	0.22817	0.137115
20	0.301856	0.127832
25	0.368065	0.13058
30	0.420653	0.120791
35	0.48588	0.111573
40	0.539635	0.112215
45	0.584306	0.112332
50	0.632804	0.10864
55	0.678429	0.102234
60	0.721528	0.0933948
65	0.75591	0.093946
70	0.792055	0.0865313
75	0.825448	0.0811896
80	0.853276	0.0797803
85	0.887098	0.0741904
90	0.910636	0.069119
95	0.934784	0.0648557
100	0.951949	0.0636934
105	0.973855	0.0567118
110	0.993309	0.0532213
115	1.00553	0.0509019
120	1.02109	0.0472787
125	1.03462	0.0440097
130	1.04854	0.0414928
135	1.06158	0.0394985
140	1.07014	0.0351879
145	1.07731	0.033861
150	1.08566	0.0323492
155	1.09543	0.0287265
160	1.10335	0.026648
165	1.10861	0.025023
170	1.1152	0.0227867
175	1.12201	0.0204698
180	1.12786	0.0186834
185	1.13365	0.0167575
190	1.13873	0.0153309
195	1.14226	0.0145793
200	1.14745	0.0132207
205	1.15226	0.0112263
210	1.15579	0.0108472
215	1.16002	0.00947352
220	1.16443	0.00815878
225	1.1676	0.00795804
230	1.17128	0.00734086
235	1.17483	0.0069413
240	1.17855	0.00626433
245	1.18246	0.0041503
250	1.18574	0.00415482
255	1.18909	0.00376493
260	1.19248	0.00302108
265	1.19572	0.00299208
270	1.19911	0.00256602
275	1.20229	0.00231045
280	1.20542	0.00246378
285	1.20874	0.00203625
290	1.21195	0.00164453
295	1.21519	0.000803837
300	1.21831	0.00120846
