# dynamic_c=1_k=4_n=500_b=0_p=0.7
#
# N1	aoic	stdev
0	0.0262463	1.00894
5	0.276234	0.96581
10	0.558584	0.836598
15	0.806691	0.612733
20	0.904207	0.469286
25	0.9825	0.294643
30	1.02111	0.14711
35	1.03071	0.102984
40	1.0383	0.0587136
45	1.04393	0.000197124
50	1.04769	0.000207431
55	1.05146	0.000222234
60	1.05518	0.000222681
65	1.05888	0.000226093
70	1.06258	0.000232333
75	1.06626	0.000233992
80	1.06993	0.000242438
85	1.07359	0.00025064
90	1.07722	0.00024159
95	1.08084	0.000247873
100	1.08445	0.000252991
105	1.08804	0.000263945
110	1.09163	0.000260943
115	1.09519	0.000255097
120	1.09874	0.000257576
125	1.10228	0.00026265
130	1.10579	0.000271065
135	1.1093	0.000270304
140	1.11281	0.000277461
145	1.11628	0.000270346
150	1.11977	0.000262788
155	1.12322	0.000271114
160	1.12664	0.000283709
165	1.1301	0.000263997
170	1.1335	0.000269701
175	1.13694	0.000274888
180	1.14031	0.000284609
185	1.14369	0.000268764
190	1.14708	0.000271049
195	1.15043	0.000269091
200	1.15379	0.000273416
205	1.15713	0.000264447
210	1.16047	0.00027434
215	1.16377	0.000271573
220	1.16709	0.000266164
225	1.17037	0.000258719
230	1.17365	0.000265506
235	1.17691	0.000258732
240	1.18019	0.00025921
245	1.18345	0.000263175
250	1.18668	0.000241138
255	1.18991	0.000251576
260	1.19314	0.00025934
265	1.19633	0.00025575
270	1.19955	0.000246418
275	1.20273	0.000240731
280	1.20592	0.000251761
285	1.20909	0.000245535
290	1.21226	0.000252087
295	1.2154	0.00023181
300	1.21856	0.000229653
