# static_c=1_k=4_n=500_b=-0.08_p=0
#
# N1	aoic	stdev
0	-0.969885	0.0549952
5	-0.908609	0.0680156
10	-0.841469	0.0767425
15	-0.765413	0.0860618
20	-0.693474	0.0887634
25	-0.612918	0.0965276
30	-0.530805	0.094433
35	-0.444046	0.0960914
40	-0.374039	0.102346
45	-0.292515	0.104124
50	-0.206755	0.107843
55	-0.135638	0.103309
60	-0.0567749	0.101378
65	0.00792464	0.100293
70	0.087133	0.102024
75	0.154236	0.100428
80	0.214322	0.0976915
85	0.282903	0.097673
90	0.340371	0.0945786
95	0.399139	0.0943012
100	0.445024	0.094013
105	0.500856	0.0923599
110	0.551787	0.092794
115	0.601597	0.0860386
120	0.640326	0.0840322
125	0.678013	0.0835902
130	0.720548	0.0840001
135	0.750481	0.0781757
140	0.784343	0.0736464
145	0.810959	0.0728443
150	0.840682	0.0695936
155	0.872064	0.0708417
160	0.895393	0.0637908
165	0.920562	0.0624924
170	0.941853	0.0567607
175	0.962522	0.0554621
180	0.977696	0.0509924
185	0.993111	0.0519348
190	1.01047	0.0468004
195	1.02364	0.0453288
200	1.03859	0.0429058
205	1.0504	0.0400809
210	1.06165	0.0374977
215	1.0734	0.0343657
220	1.08193	0.0325352
225	1.08926	0.0315347
230	1.09938	0.0288595
235	1.10656	0.0278828
240	1.11563	0.0244523
245	1.12117	0.0222261
250	1.1276	0.0214643
255	1.13454	0.0194623
260	1.14044	0.0189725
265	1.14654	0.0162376
270	1.15095	0.0149742
275	1.15539	0.0142535
280	1.16036	0.0127281
285	1.1646	0.0121158
290	1.16945	0.0105033
295	1.17297	0.0108746
300	1.17763	0.00855731
