# static_c=1_k=4_n=500_b=-0.08_p=0.5
#
# N1	aoic	stdev
0	-1.03731	0.000350941
5	-1.02785	0.00264513
10	-1.01692	0.00520469
15	-1.00379	0.00886966
20	-0.986407	0.0624858
25	-0.956571	0.158413
30	-0.917474	0.243818
35	-0.853679	0.3483
40	-0.728814	0.523935
45	-0.55885	0.661129
50	-0.270239	0.803911
55	0.0951656	0.850593
60	0.434845	0.767889
65	0.69189	0.604687
70	0.881662	0.372608
75	0.956407	0.21307
80	0.992095	0.0985843
85	0.999046	0.0889797
90	1.01217	0.0367925
95	1.01936	0.0216559
100	1.02477	0.0210916
105	1.03025	0.0191419
110	1.03544	0.0171694
115	1.04024	0.0168194
120	1.04535	0.0165707
125	1.05037	0.0137883
130	1.05436	0.0141085
135	1.059	0.0132522
140	1.06396	0.0111105
145	1.06826	0.0104887
150	1.07194	0.010896
155	1.07598	0.0109102
160	1.08078	0.00820147
165	1.08417	0.00907176
170	1.08869	0.00725796
175	1.0925	0.00694143
180	1.09623	0.00660966
185	1.10033	0.005598
190	1.10432	0.00492565
195	1.10785	0.00473146
200	1.11118	0.00515778
205	1.11487	0.00493963
210	1.11859	0.00460238
215	1.12244	0.00344934
220	1.12603	0.00317624
225	1.12945	0.00349712
230	1.1328	0.0040064
235	1.13643	0.00329461
240	1.14009	0.00256197
245	1.14358	0.00228765
250	1.14691	0.00249023
255	1.15044	0.00210946
260	1.15372	0.00247175
265	1.15724	0.00181698
270	1.16068	0.00211653
275	1.16392	0.00210828
280	1.16751	0.00114556
285	1.17085	0.000956425
290	1.1741	0.00169149
295	1.17744	0.00154454
300	1.18081	0.00113692
