# static_c=1_k=2_n=500_b=-0.04_p=0
#
# N1	aoic	stdev
0	-0.515241	0.108639
5	-0.438157	0.104666
10	-0.360088	0.103392
15	-0.286117	0.102172
20	-0.216768	0.100646
25	-0.153663	0.0977797
30	-0.0871914	0.0928994
35	-0.0213546	0.0971823
40	0.0327154	0.0924426
45	0.0878245	0.0890076
50	0.142786	0.086739
55	0.199704	0.0848199
60	0.244456	0.0864509
65	0.293521	0.0833844
70	0.339605	0.0780627
75	0.385929	0.0778003
80	0.422505	0.0778686
85	0.465497	0.0773158
90	0.505926	0.0731707
95	0.546184	0.0761925
100	0.579442	0.0700474
105	0.609846	0.0716695
110	0.643799	0.0699754
115	0.672722	0.0673402
120	0.704702	0.0639899
125	0.732859	0.0644365
130	0.757268	0.0608978
135	0.779598	0.059154
140	0.810634	0.0566251
145	0.834558	0.0558131
150	0.854961	0.055752
155	0.87448	0.0512122
160	0.894433	0.0514011
165	0.912775	0.0472193
170	0.929839	0.0503678
175	0.946975	0.0452398
180	0.963306	0.0427241
185	0.980263	0.0419339
190	0.993412	0.0403322
195	1.00946	0.0385273
200	1.02183	0.0383018
205	1.03279	0.0359002
210	1.04642	0.0341596
215	1.05695	0.0331488
220	1.06839	0.0315208
225	1.07684	0.0311372
230	1.08735	0.0296643
235	1.09655	0.0282897
240	1.10454	0.0263562
245	1.11155	0.025209
250	1.12055	0.0240678
255	1.12949	0.0219686
260	1.13444	0.0210818
265	1.14211	0.0198591
270	1.14835	0.0188392
275	1.1559	0.0173913
280	1.16077	0.0164668
285	1.16653	0.0151758
290	1.1724	0.0139875
295	1.17653	0.0142802
300	1.18169	0.0129493
