# static_c=1_k=4_n=100_b=-0.1_p=0
#
# N1	aoic	stdev
0	-1.02436	0.0699628
1	-0.987337	0.106718
2	-0.949716	0.120243
3	-0.89134	0.14917
4	-0.813494	0.172917
5	-0.76132	0.177106
6	-0.688485	0.196598
7	-0.614643	0.204767
8	-0.528687	0.213454
9	-0.454803	0.21951
10	-0.389131	0.221743
11	-0.306667	0.231739
12	-0.240156	0.234711
13	-0.160622	0.224161
14	-0.0873506	0.230029
15	-0.0081769	0.215456
16	0.0654396	0.229921
17	0.135175	0.226512
18	0.192506	0.223324
19	0.252615	0.22066
20	0.315746	0.215806
21	0.364324	0.209388
22	0.427921	0.212932
23	0.473335	0.205266
24	0.526012	0.196953
25	0.5758	0.193466
26	0.605189	0.187672
27	0.656712	0.18498
28	0.702653	0.179313
29	0.736252	0.170828
30	0.765767	0.170465
31	0.796664	0.165953
32	0.841381	0.151405
33	0.851209	0.151401
34	0.883822	0.138993
35	0.913464	0.13099
36	0.930731	0.136312
37	0.945877	0.12354
38	0.969751	0.118403
39	0.991022	0.11022
40	1.0007	0.106928
41	1.01451	0.103637
42	1.03477	0.0935156
43	1.04424	0.0910703
44	1.05839	0.0831944
45	1.06877	0.0790542
46	1.07872	0.0777848
47	1.08871	0.0725643
48	1.09449	0.0679794
49	1.10489	0.0611859
50	1.11333	0.0562571
51	1.11875	0.0559521
52	1.12844	0.0454274
53	1.13524	0.0433491
54	1.13836	0.0426543
55	1.14691	0.0348483
56	1.15101	0.0327373
57	1.15513	0.033307
58	1.16044	0.0287191
59	1.16418	0.0281058
60	1.16967	0.0241639
