# dynamic_c=1_k=4_n=100_b=0_p=0.1
#
# N1	aoic	stdev
0	-0.00730601	0.755422
1	0.162498	0.708882
2	0.334717	0.661809
3	0.460075	0.601295
4	0.574069	0.539493
5	0.678251	0.473341
6	0.791697	0.372742
7	0.849284	0.335927
8	0.914509	0.265543
9	0.939309	0.240051
10	0.9856	0.169101
11	1.00966	0.119413
12	1.02318	0.114064
13	1.03911	0.0891512
14	1.05295	0.0501031
15	1.0581	0.0451576
16	1.06441	0.0370502
17	1.06988	0.0240689
18	1.07442	0.0216589
19	1.07927	0.0133606
20	1.08319	0.0115902
21	1.08725	0.00629325
22	1.09038	0.0159228
23	1.09413	0.0118982
24	1.09805	0.00490113
25	1.10167	0.00347219
26	1.10535	0.000649046
27	1.10887	0.0006489
28	1.11231	0.00069049
29	1.11578	0.000687049
30	1.11928	0.000679434
31	1.12274	0.00067407
32	1.12613	0.000698944
33	1.1296	0.000721206
34	1.13306	0.000697671
35	1.13647	0.000712338
36	1.13983	0.000701532
37	1.14325	0.000724599
38	1.1466	0.000696172
39	1.14998	0.000724852
40	1.15332	0.000745954
41	1.15667	0.0007674
42	1.16003	0.000727804
43	1.16332	0.000708905
44	1.16659	0.000744694
45	1.16991	0.000718583
46	1.17323	0.000722228
47	1.1765	0.000733949
48	1.17975	0.000707428
49	1.18307	0.000697021
50	1.18628	0.000714583
51	1.18951	0.000709655
52	1.19274	0.000694075
53	1.19599	0.000682301
54	1.19918	0.000693169
55	1.2024	0.000675009
56	1.20558	0.000671401
57	1.20878	0.000670717
58	1.21192	0.000624877
59	1.21507	0.000635037
60	1.21824	0.000645023
