# static_c=1_k=4_n=250_b=-0.08_p=0
#
# N1	aoic	stdev
0	-0.97194	0.0782424
3	-0.891736	0.0983495
6	-0.812874	0.111866
9	-0.719599	0.120651
12	-0.631065	0.128783
15	-0.542559	0.132313
18	-0.438002	0.145822
21	-0.33066	0.141423
24	-0.239183	0.143496
27	-0.144013	0.149542
30	-0.0504273	0.145422
33	0.0315371	0.145588
36	0.114853	0.141641
39	0.18682	0.143279
42	0.273018	0.141089
45	0.346464	0.140788
48	0.414633	0.138977
51	0.481025	0.134227
54	0.536816	0.127444
57	0.592758	0.126446
60	0.639165	0.121037
63	0.688546	0.120799
66	0.740655	0.108553
69	0.777896	0.103773
72	0.812293	0.100279
75	0.846839	0.100364
78	0.878558	0.0949521
81	0.914431	0.0868468
84	0.937374	0.083478
87	0.965296	0.0756815
90	0.983723	0.070929
93	1.0031	0.0696506
96	1.01882	0.0637687
99	1.03644	0.0601101
102	1.04909	0.0564591
105	1.06573	0.0506828
108	1.07617	0.048756
111	1.08639	0.0445188
114	1.0978	0.0409645
117	1.10839	0.0368058
120	1.11718	0.0333564
123	1.12309	0.0322819
126	1.13156	0.0286777
129	1.13884	0.0257115
132	1.14449	0.0249474
135	1.1515	0.0210628
138	1.15723	0.0187664
141	1.16336	0.0152746
144	1.16695	0.0160094
147	1.17307	0.0130277
150	1.1772	0.0133924
