# static_c=1_k=2_n=100_b=-0.08_p=0
#
# N1	aoic	stdev
0	-0.959363	0.107461
1	-0.879509	0.136669
2	-0.809518	0.131927
3	-0.735618	0.143468
4	-0.652978	0.145159
5	-0.587588	0.148984
6	-0.519586	0.152454
7	-0.454636	0.153739
8	-0.387089	0.161244
9	-0.318917	0.157918
10	-0.257271	0.157507
11	-0.195129	0.167484
12	-0.118599	0.167342
13	-0.0639347	0.174365
14	-0.00218791	0.171563
15	0.058815	0.174269
16	0.10961	0.173061
17	0.162689	0.176191
18	0.230024	0.16808
19	0.271967	0.175872
20	0.312533	0.165934
21	0.359875	0.164288
22	0.397134	0.160083
23	0.457025	0.157014
24	0.494415	0.161109
25	0.5316	0.154771
26	0.565183	0.150639
27	0.604478	0.151794
28	0.636298	0.1512
29	0.679448	0.148829
30	0.697461	0.143074
31	0.73496	0.140866
32	0.757385	0.136408
33	0.787557	0.131486
34	0.815008	0.126864
35	0.836987	0.127384
36	0.867301	0.118065
37	0.88211	0.118642
38	0.902772	0.112398
39	0.923517	0.107655
40	0.939676	0.108647
41	0.960784	0.101567
42	0.969866	0.0977158
43	0.996936	0.0954249
44	1.01078	0.0893489
45	1.02764	0.0829102
46	1.03473	0.0850245
47	1.04998	0.0790669
48	1.06155	0.07588
49	1.06759	0.0722787
50	1.08033	0.0688165
51	1.08593	0.0675881
52	1.10345	0.0635553
53	1.10996	0.0591766
54	1.11947	0.0558688
55	1.12262	0.0557033
56	1.13237	0.0491547
57	1.13753	0.0494407
58	1.14734	0.0445385
59	1.15149	0.0452246
60	1.15718	0.0429059
