# static_c=1_k=2_n=500_b=0_p=0.5
#
# N1	aoic	stdev
0	-0.0396331	0.890963
5	0.31505	0.818816
10	0.558752	0.688127
15	0.758466	0.485257
20	0.879055	0.312233
25	0.938624	0.210529
30	0.970797	0.104984
35	0.992325	0.0388077
40	0.99872	0.0409699
45	1.00585	0.0366581
50	1.01141	0.033523
55	1.01886	0.0282099
60	1.02422	0.0255569
65	1.03029	0.0228872
70	1.03628	0.0217784
75	1.03947	0.0205451
80	1.04418	0.0206925
85	1.04955	0.0194128
90	1.05465	0.0187286
95	1.06011	0.0161232
100	1.06394	0.0153183
105	1.0684	0.0148679
110	1.07217	0.0148368
115	1.07677	0.013404
120	1.0812	0.0125655
125	1.08475	0.0122805
130	1.08889	0.011447
135	1.09314	0.0106483
140	1.0964	0.010828
145	1.10097	0.00914339
150	1.10512	0.00838739
155	1.10804	0.00876855
160	1.11185	0.00857377
165	1.11556	0.00804469
170	1.11913	0.00730683
175	1.12301	0.00699151
180	1.12647	0.00657687
185	1.12987	0.00651933
190	1.13367	0.00533286
195	1.13699	0.00557492
200	1.14038	0.00550411
205	1.14378	0.00524483
210	1.14715	0.00493954
215	1.15076	0.00420503
220	1.15406	0.00411564
225	1.15751	0.00375488
230	1.16068	0.00388602
235	1.164	0.00356335
240	1.1672	0.00345289
245	1.17073	0.00288739
250	1.17389	0.00313163
255	1.17715	0.00297506
260	1.18033	0.0030589
265	1.1836	0.00249078
270	1.18682	0.00224277
275	1.19017	0.00198187
280	1.19327	0.00191479
285	1.19635	0.00236269
290	1.19964	0.00163935
295	1.20268	0.00177317
300	1.20588	0.00165857
