# static_c=1_k=2_n=500_b=0_p=0
#
# N1	aoic	stdev
0	0.00408355	0.119153
5	0.0563354	0.114401
10	0.117265	0.112593
15	0.168324	0.107788
20	0.220698	0.10954
25	0.270453	0.10248
30	0.317843	0.0967694
35	0.359241	0.0991699
40	0.415775	0.0933577
45	0.442468	0.0862423
50	0.484993	0.0880587
55	0.523107	0.0834778
60	0.558286	0.0839911
65	0.596701	0.0795948
70	0.628873	0.0795905
75	0.665692	0.0764623
80	0.689989	0.0708691
85	0.719376	0.0706982
90	0.743053	0.069175
95	0.769246	0.0684057
100	0.797122	0.0652054
105	0.819328	0.0609403
110	0.84165	0.0614142
115	0.86399	0.0588227
120	0.881385	0.0569409
125	0.900757	0.0537937
130	0.919357	0.0546969
135	0.936115	0.0496734
140	0.954098	0.0476123
145	0.965182	0.0482072
150	0.983549	0.0475048
155	0.996086	0.0435118
160	1.00828	0.0420729
165	1.01964	0.040748
170	1.03201	0.0403873
175	1.04422	0.0367204
180	1.05395	0.0353157
185	1.06523	0.0323578
190	1.07508	0.031437
195	1.08272	0.0313294
200	1.09245	0.0283217
205	1.10087	0.027218
210	1.10742	0.0265305
215	1.11477	0.0249982
220	1.12262	0.0234179
225	1.12943	0.0219138
230	1.13501	0.0211835
235	1.14178	0.0204051
240	1.14717	0.0188645
245	1.15247	0.0169837
250	1.15816	0.0168515
255	1.16309	0.0153319
260	1.16791	0.0141302
265	1.17334	0.0134467
270	1.17731	0.0127309
275	1.18167	0.0118479
280	1.18582	0.0109645
285	1.19045	0.00929192
290	1.19414	0.00935019
295	1.19814	0.00861156
300	1.20143	0.00846309
