# dynamic_c=1_k=2_n=100_b=0_p=0
#
# N1	aoic	stdev
0	-0.0173594	0.273756
1	0.0540664	0.262182
2	0.120056	0.241555
3	0.169153	0.240878
4	0.224295	0.240829
5	0.281409	0.225559
6	0.326109	0.22699
7	0.361096	0.220657
8	0.412309	0.211602
9	0.461922	0.207814
10	0.505074	0.197223
11	0.542202	0.190902
12	0.574676	0.18993
13	0.612819	0.171176
14	0.632029	0.171024
15	0.672126	0.166055
16	0.720771	0.161203
17	0.728903	0.162088
18	0.749957	0.161947
19	0.788829	0.150488
20	0.812193	0.142872
21	0.827904	0.142366
22	0.853465	0.139765
23	0.877316	0.125699
24	0.894232	0.129101
25	0.915891	0.124921
26	0.932733	0.117668
27	0.956065	0.114752
28	0.962842	0.109031
29	0.987349	0.099989
30	0.99928	0.102206
31	1.01199	0.0984796
32	1.02375	0.0945444
33	1.03564	0.0890897
34	1.05116	0.0822727
35	1.05821	0.0822654
36	1.07361	0.0739415
37	1.08124	0.0730442
38	1.08821	0.0693923
39	1.09783	0.0663428
40	1.10891	0.0613117
41	1.1149	0.0593183
42	1.1233	0.0564676
43	1.13167	0.0513572
44	1.13742	0.0478918
45	1.14391	0.0451248
46	1.14942	0.0444475
47	1.15674	0.0411241
48	1.16121	0.039956
49	1.1697	0.0323122
50	1.17199	0.0353114
51	1.17831	0.0300346
52	1.18151	0.0291803
53	1.18743	0.0258246
54	1.19011	0.0266366
55	1.19402	0.0255809
56	1.19991	0.0202777
57	1.20405	0.0189736
58	1.20768	0.0176137
59	1.21173	0.014986
60	1.21509	0.0153657
