# dynamic_c=1_k=2_n=100_b=0_p=0.3
#
# N1	aoic	stdev
0	0.0371836	0.995259
1	0.163405	0.975516
2	0.34409	0.921262
3	0.497748	0.846534
4	0.625745	0.761554
5	0.773608	0.631087
6	0.829929	0.5564
7	0.897959	0.460482
8	0.97307	0.318184
9	1.00364	0.243337
10	1.02431	0.177967
11	1.03712	0.131316
12	1.05172	0.0471449
13	1.05444	0.0568281
14	1.06129	0.000765692
15	1.06385	0.0335944
16	1.0686	0.000805221
17	1.0722	0.000813464
18	1.07577	0.000824078
19	1.07936	0.000829636
20	1.08304	0.000830029
21	1.08662	0.000833773
22	1.09017	0.000860717
23	1.09372	0.000868621
24	1.09725	0.000874645
25	1.10077	0.000916183
26	1.10434	0.000941337
27	1.10783	0.000922058
28	1.11131	0.000916549
29	1.11484	0.000965061
30	1.11827	0.000945676
31	1.12175	0.000965427
32	1.12515	0.000959151
33	1.12863	0.000934576
34	1.13205	0.000958896
35	1.13544	0.000951245
36	1.13883	0.000915654
37	1.14226	0.000962331
38	1.14561	0.000929835
39	1.14898	0.000921003
40	1.15237	0.000910538
41	1.15571	0.000920729
42	1.15906	0.000948474
43	1.16237	0.000977464
44	1.16567	0.000925697
45	1.16898	0.000969955
46	1.17225	0.000934466
47	1.1755	0.00089448
48	1.17883	0.000933061
49	1.18211	0.000914264
50	1.18537	0.000947246
51	1.18862	0.000901049
52	1.19186	0.000891387
53	1.19501	0.0008681
54	1.19822	0.000920349
55	1.20148	0.000905106
56	1.20466	0.000912151
57	1.2078	0.000891946
58	1.21105	0.000843111
59	1.21423	0.000849915
60	1.21736	0.000881224
