# dynamic_c=1_k=4_n=500_b=-0.06_p=0.5
#
# N1	aoic	stdev
0	-1.03856	8.23904e-05
5	-1.02896	0.00157829
10	-1.01834	0.00290452
15	-0.997622	0.126056
20	-0.941445	0.310048
25	-0.863705	0.436271
30	-0.727803	0.580041
35	-0.52442	0.750241
40	-0.221526	0.890446
45	0.04931	0.924947
50	0.427726	0.854018
55	0.646128	0.733007
60	0.854344	0.52646
65	0.956261	0.352822
70	1.01407	0.188131
75	1.03532	0.0759208
80	1.04095	0.0526688
85	1.0465	0.000261467
90	1.0504	0.000274037
95	1.05425	0.000285726
100	1.05811	0.000285586
105	1.06191	0.000270897
110	1.06572	0.000276558
115	1.06951	0.0002951
120	1.07327	0.000302443
125	1.07701	0.000291543
130	1.08074	0.000308566
135	1.08447	0.000297011
140	1.08817	0.00031004
145	1.09187	0.000306481
150	1.09552	0.000309874
155	1.09919	0.000319109
160	1.10282	0.00032067
165	1.10645	0.000303936
170	1.11008	0.000315876
175	1.11369	0.00029129
180	1.11727	0.000306839
185	1.12083	0.000301411
190	1.12439	0.000307657
195	1.12795	0.000303913
200	1.13146	0.00031322
205	1.13499	0.00030887
210	1.13847	0.000313372
215	1.14196	0.000311987
220	1.14544	0.000312667
225	1.1489	0.000296097
230	1.15235	0.000304721
235	1.1558	0.000295351
240	1.15921	0.000293801
245	1.16264	0.000278772
250	1.16604	0.000291139
255	1.16944	0.000286288
260	1.17282	0.000286308
265	1.17618	0.000268826
270	1.17955	0.000278524
275	1.18288	0.000272665
280	1.18621	0.000273387
285	1.18953	0.000275566
290	1.19286	0.000262657
295	1.19614	0.000262588
300	1.19943	0.000261903
