# dynamic_c=1_k=4_n=500_b=-0.06_p=0.3
#
# N1	aoic	stdev
0	-1.03875	6.62218e-05
5	-1.02805	0.0155389
10	-1.0141	0.0634222
15	-0.994782	0.0923762
20	-0.946997	0.206689
25	-0.882965	0.301538
30	-0.769005	0.466296
35	-0.577728	0.639934
40	-0.258459	0.797876
45	0.0563496	0.83372
50	0.441351	0.747557
55	0.780797	0.531662
60	0.908372	0.371336
65	1.00008	0.19101
70	1.02739	0.0875897
75	1.03732	0.0399506
80	1.0425	0.00251682
85	1.04646	0.000271902
90	1.05032	0.000281358
95	1.05419	0.000284295
100	1.05799	0.000293461
105	1.06182	0.000289575
110	1.06561	0.000290196
115	1.06938	0.000305858
120	1.07317	0.000312499
125	1.07691	0.000307592
130	1.08064	0.000313919
135	1.08434	0.000322557
140	1.08804	0.000315224
145	1.09175	0.00031678
150	1.09541	0.000321583
155	1.09907	0.000315507
160	1.10271	0.000333793
165	1.10634	0.000337278
170	1.10996	0.000335457
175	1.11355	0.000334751
180	1.11713	0.000317584
185	1.12072	0.00033763
190	1.12427	0.000340555
195	1.12782	0.000338946
200	1.13136	0.000324639
205	1.13483	0.000331682
210	1.13837	0.000324632
215	1.14186	0.000335962
220	1.14533	0.000321974
225	1.1488	0.00033136
230	1.15227	0.000319253
235	1.1557	0.000317254
240	1.15914	0.000322939
245	1.16254	0.000319406
250	1.16595	0.000323582
255	1.16936	0.000302289
260	1.17275	0.000308485
265	1.17611	0.000297965
270	1.17946	0.000307405
275	1.18282	0.000299808
280	1.18614	0.000297555
285	1.18947	0.000290552
290	1.19277	0.000294597
295	1.19608	0.000284282
300	1.19938	0.000283495
