# dynamic_c=1_k=4_n=100_b=-0.04_p=0
#
# N1	aoic	stdev
0	-0.63605	0.272017
1	-0.559363	0.290467
2	-0.468772	0.282067
3	-0.35463	0.286274
4	-0.276395	0.293927
5	-0.17819	0.278061
6	-0.0860709	0.279735
7	0.00705281	0.268702
8	0.0833266	0.265498
9	0.139602	0.259324
10	0.221198	0.262313
11	0.307022	0.258979
12	0.366617	0.237722
13	0.421994	0.24475
14	0.492203	0.234875
15	0.536396	0.218119
16	0.592401	0.222941
17	0.638578	0.212751
18	0.682528	0.202532
19	0.724423	0.193825
20	0.772452	0.182966
21	0.794736	0.179902
22	0.836828	0.163617
23	0.859071	0.165791
24	0.894731	0.153535
25	0.913916	0.147539
26	0.939579	0.139738
27	0.956494	0.133116
28	0.978762	0.124293
29	1.00002	0.118003
30	1.01512	0.107111
31	1.02435	0.102913
32	1.04598	0.0966998
33	1.05588	0.0885395
34	1.06742	0.0805165
35	1.08001	0.0751467
36	1.08827	0.0713844
37	1.09752	0.0644161
38	1.10096	0.0636977
39	1.11183	0.0557804
40	1.12107	0.0462278
41	1.12491	0.0475164
42	1.13155	0.0408069
43	1.13477	0.0421053
44	1.1416	0.0371139
45	1.14879	0.0304568
46	1.1536	0.0276838
47	1.15591	0.030948
48	1.1609	0.0258316
49	1.16565	0.020271
50	1.16981	0.019126
51	1.17281	0.0209787
52	1.17732	0.0173643
53	1.18013	0.0178966
54	1.18479	0.012596
55	1.18853	0.0100851
56	1.19184	0.011288
57	1.19496	0.0100214
58	1.19899	0.00495316
59	1.20238	0.0045386
60	1.20557	0.00437735
