# static_c=1_k=4_n=500_b=0_p=0
#
# N1	aoic	stdev
0	0.00315925	0.148569
5	0.0823297	0.140234
10	0.156851	0.137532
15	0.219464	0.131853
20	0.294317	0.129875
25	0.358167	0.121884
30	0.420235	0.121087
35	0.481158	0.116095
40	0.530124	0.108047
45	0.583229	0.10768
50	0.625876	0.104029
55	0.676199	0.0971845
60	0.713974	0.0921661
65	0.748841	0.0934887
70	0.789475	0.0797865
75	0.810205	0.0809167
80	0.847855	0.074988
85	0.87623	0.0742004
90	0.899053	0.0688236
95	0.926136	0.0644725
100	0.945361	0.06191
105	0.96594	0.0589899
110	0.979038	0.0530495
115	0.99681	0.049905
120	1.0088	0.0485957
125	1.02376	0.0430104
130	1.03699	0.0414175
135	1.04842	0.0386169
140	1.05933	0.0356007
145	1.06913	0.0313577
150	1.07638	0.0317249
155	1.08598	0.027471
160	1.0904	0.0271315
165	1.09874	0.0243176
170	1.10545	0.0219616
175	1.11163	0.0205934
180	1.11785	0.0170701
185	1.12248	0.0170577
190	1.12653	0.0162724
195	1.13162	0.0143335
200	1.13663	0.0127375
205	1.1407	0.012151
210	1.14466	0.0105081
215	1.14813	0.0100381
220	1.15244	0.00887898
225	1.1563	0.00754608
230	1.16027	0.00661186
235	1.16331	0.00687446
240	1.16681	0.00612789
245	1.17042	0.00499451
250	1.17385	0.00434048
255	1.17736	0.00387942
260	1.18046	0.00399638
265	1.18389	0.00303709
270	1.18719	0.002378
275	1.19035	0.00248153
280	1.1936	0.00212502
285	1.1968	0.0017071
290	1.19994	0.00164626
295	1.20312	0.0014381
300	1.20627	0.000786604
