# static_c=1_k=4_n=500_b=0_p=0.5
#
# N1	aoic	stdev
0	0.0154489	0.991683
5	0.323854	0.931485
10	0.541575	0.82473
15	0.810765	0.577856
20	0.887313	0.463444
25	0.979465	0.253875
30	1.00532	0.16182
35	1.02326	0.00921607
40	1.02798	0.00730974
45	1.03172	0.00770113
50	1.03586	0.00619048
55	1.03968	0.0062181
60	1.04343	0.00578898
65	1.04726	0.00537473
70	1.05097	0.00529444
75	1.05492	0.00433899
80	1.05846	0.00439407
85	1.06224	0.00420198
90	1.06567	0.00479701
95	1.06962	0.00320105
100	1.07321	0.0029627
105	1.07693	0.0020875
110	1.08045	0.00219652
115	1.08383	0.00289732
120	1.08752	0.00171728
125	1.09105	0.00195697
130	1.09454	0.00172056
135	1.09791	0.00288201
140	1.10135	0.00237207
145	1.10492	0.00131143
150	1.10843	0.00109638
155	1.11183	0.00127372
160	1.11525	0.00100122
165	1.11864	0.00119186
170	1.12205	0.00102295
175	1.12543	0.000978437
180	1.12882	0.000947331
185	1.1321	0.00128211
190	1.13548	0.00133735
195	1.13887	0.000951706
200	1.14215	0.000938292
205	1.14544	0.000934314
210	1.14879	0.000924618
215	1.15201	0.000902809
220	1.15529	0.000906447
225	1.15856	0.000888252
230	1.16184	0.000871618
235	1.16511	0.000906916
240	1.16827	0.000853529
245	1.1715	0.000898725
250	1.17475	0.000887872
255	1.17793	0.000824788
260	1.18115	0.000883931
265	1.1843	0.000852958
270	1.1875	0.000833553
275	1.19073	0.000867623
280	1.19383	0.000865788
285	1.19691	0.000804731
290	1.20013	0.000787763
295	1.20317	0.00081403
300	1.2063	0.000802273
