# static_c=1_k=4_n=500_b=0_p=0.7
#
# N1	aoic	stdev
0	0.0480338	0.997988
5	0.289206	0.951831
10	0.517619	0.849819
15	0.759816	0.652151
20	0.878124	0.493573
25	0.968816	0.302738
30	1.00138	0.196608
35	1.02216	0.0831693
40	1.02779	0.0578797
45	1.03332	0.00185411
50	1.03708	0.000889015
55	1.0408	0.00140294
60	1.04445	0.00130718
65	1.04819	0.000908553
70	1.05177	0.0009472
75	1.05541	0.00093743
80	1.05904	0.00100355
85	1.06264	0.00094461
90	1.06625	0.00101344
95	1.06978	0.0010619
100	1.07342	0.00102231
105	1.07695	0.00108952
110	1.08057	0.00102119
115	1.08405	0.00103533
120	1.08756	0.00104087
125	1.09102	0.00102446
130	1.09451	0.000989707
135	1.09801	0.00104314
140	1.10147	0.00106865
145	1.10493	0.0010341
150	1.10832	0.00105299
155	1.11181	0.00100932
160	1.11518	0.00107708
165	1.11862	0.00105401
170	1.12199	0.00105894
175	1.12541	0.00104507
180	1.12869	0.001028
185	1.13208	0.00103436
190	1.1354	0.00098306
195	1.13872	0.00105479
200	1.14211	0.0010537
205	1.14536	0.000984306
210	1.14872	0.000992867
215	1.15195	0.000982321
220	1.15522	0.000996486
225	1.15848	0.000952245
230	1.16175	0.00104828
235	1.16495	0.000995722
240	1.16819	0.000951384
245	1.17145	0.000980143
250	1.17468	0.00098318
255	1.17789	0.000946156
260	1.18103	0.000918706
265	1.18424	0.00092433
270	1.18744	0.000909678
275	1.19064	0.000922717
280	1.19376	0.00091766
285	1.19693	0.000872802
290	1.2	0.000903798
295	1.20313	0.000887935
300	1.2063	0.000888227
