# static_c=1_k=4_n=250_b=0_p=0.3
#
# N1	aoic	stdev
0	0.00205209	0.854452
3	0.27617	0.786097
6	0.519381	0.670291
9	0.690112	0.543296
12	0.820122	0.390968
15	0.916084	0.235712
18	0.9602	0.135714
21	0.98889	0.0803656
24	0.99707	0.0567311
27	1.0117	0.0501576
30	1.02054	0.0426952
33	1.03064	0.0357653
36	1.03848	0.0317453
39	1.04442	0.0293855
42	1.05117	0.0286365
45	1.05795	0.0220237
48	1.06155	0.0236188
51	1.06848	0.0189229
54	1.07381	0.0176172
57	1.07894	0.0160284
60	1.0846	0.0128538
63	1.08843	0.0135983
66	1.09351	0.0123155
69	1.0976	0.0116361
72	1.10221	0.0102172
75	1.10713	0.00804761
78	1.11123	0.00815951
81	1.11567	0.00622014
84	1.11952	0.00723287
87	1.12424	0.0039113
90	1.12838	0.00349718
93	1.13223	0.00430056
96	1.13599	0.00567057
99	1.14035	0.00295396
102	1.14442	0.00281568
105	1.14856	0.0018924
108	1.15224	0.00348227
111	1.15613	0.00395052
114	1.16025	0.00173515
117	1.1642	0.00111663
120	1.16813	0.00109941
123	1.17194	0.00158114
126	1.17568	0.00213502
129	1.17955	0.00288844
132	1.18345	0.00106667
135	1.18719	0.00198124
138	1.19106	0.00110035
141	1.19479	0.00105525
144	1.19867	0.00107855
147	1.20244	0.00100285
150	1.20613	0.00172658
