# static_c=1_k=4_n=250_b=0_p=0.5
#
# N1	aoic	stdev
0	-0.0269533	0.992921
3	0.30175	0.937395
6	0.539453	0.824642
9	0.715795	0.68594
12	0.886082	0.466725
15	0.943302	0.358072
18	1.00182	0.194149
21	1.02452	0.0748153
24	1.02854	0.089844
27	1.03847	0.00901116
30	1.04315	0.00767865
33	1.04718	0.00922274
36	1.05204	0.00732203
39	1.05654	0.00677371
42	1.06105	0.00586117
45	1.06554	0.00434316
48	1.06961	0.00634909
51	1.07393	0.00603096
54	1.07849	0.00412005
57	1.08262	0.00361946
60	1.08698	0.0027527
63	1.09117	0.00310122
66	1.09553	0.00275205
69	1.09964	0.0023072
72	1.1037	0.00255909
75	1.1079	0.00243919
78	1.1121	0.00145967
81	1.11617	0.00147374
84	1.12014	0.00358439
87	1.1242	0.00256336
90	1.12832	0.00140755
93	1.13227	0.00228452
96	1.13649	0.00141014
99	1.14046	0.00143285
102	1.14434	0.00139086
105	1.14828	0.00138218
108	1.15227	0.00133101
111	1.15603	0.00265817
114	1.16008	0.00136434
117	1.16396	0.00135576
120	1.16802	0.00124076
123	1.17181	0.00126677
126	1.17562	0.00130682
129	1.17937	0.00128498
132	1.18323	0.00130116
135	1.18703	0.00125063
138	1.1909	0.00127619
141	1.19462	0.0012604
144	1.19847	0.00118217
147	1.20219	0.00123799
150	1.20599	0.00122319
