# static_c=1_k=4_n=250_b=0_p=0
#
# N1	aoic	stdev
0	-0.00403154	0.209079
3	0.100133	0.205223
6	0.184259	0.194356
9	0.262235	0.195185
12	0.343661	0.178819
15	0.434248	0.168375
18	0.479183	0.162004
21	0.557879	0.154213
24	0.612761	0.143113
27	0.663967	0.137821
30	0.715174	0.134744
33	0.767015	0.119518
36	0.797464	0.117133
39	0.839915	0.108212
42	0.867675	0.106555
45	0.908374	0.0944914
48	0.929044	0.0893876
51	0.953905	0.0827173
54	0.977304	0.0786951
57	0.998426	0.0730293
60	1.01081	0.0662127
63	1.03175	0.0587903
66	1.04344	0.0545183
69	1.05997	0.0481513
72	1.06878	0.0457581
75	1.07645	0.0440036
78	1.08891	0.0372071
81	1.09624	0.0334286
84	1.10258	0.0330484
87	1.1113	0.0287213
90	1.11706	0.0264439
93	1.12365	0.0228184
96	1.1283	0.0231121
99	1.13487	0.0185873
102	1.13961	0.0166351
105	1.14522	0.0137775
108	1.14954	0.0128998
111	1.15445	0.0110519
114	1.15879	0.00981872
117	1.16258	0.00949252
120	1.1665	0.00955654
123	1.17117	0.00675229
126	1.17534	0.00556818
129	1.17939	0.00469677
132	1.18325	0.003901
135	1.18727	0.00275214
138	1.19118	0.00214569
141	1.19489	0.00306966
144	1.19873	0.00216436
147	1.20257	0.000416233
150	1.2063	0.00138579
