# static_c=1_k=4_n=250_b=0_p=0.7
#
# N1	aoic	stdev
0	-0.0318685	0.997924
3	0.202024	0.971042
6	0.530085	0.840544
9	0.681536	0.728099
12	0.856785	0.528635
15	0.950052	0.358998
18	0.984995	0.271521
21	1.01233	0.180093
24	1.02777	0.113309
27	1.03579	0.0789087
30	1.04383	0.00137201
33	1.04809	0.00264123
36	1.05251	0.0014755
39	1.05696	0.0015535
42	1.0613	0.00149749
45	1.06552	0.00232786
48	1.06985	0.0015643
51	1.07414	0.00151421
54	1.07845	0.00160339
57	1.08276	0.00153745
60	1.08687	0.00159271
63	1.09107	0.00152774
66	1.09525	0.00159704
69	1.09938	0.00159217
72	1.10352	0.00152496
75	1.10778	0.00157833
78	1.11187	0.0015873
81	1.11589	0.00155634
84	1.12007	0.00162249
87	1.12402	0.00154248
90	1.12804	0.00152391
93	1.13213	0.00153375
96	1.13617	0.001568
99	1.14019	0.0015677
102	1.14411	0.00154374
105	1.14812	0.0015741
108	1.15212	0.00151643
111	1.15589	0.00145785
114	1.15993	0.00145789
117	1.16373	0.00144567
120	1.16765	0.00152238
123	1.17154	0.00143401
126	1.17543	0.00141919
129	1.17919	0.00140866
132	1.18302	0.00143089
135	1.18686	0.00135173
138	1.19062	0.00141193
141	1.19444	0.001383
144	1.19819	0.00132077
147	1.20211	0.00130076
150	1.2057	0.00131743
