# dynamic_c=1_k=4_n=100_b=-0.1_p=0
#
# N1	aoic	stdev
0	-1.03875	0.0645464
1	-0.9994	0.105473
2	-0.954419	0.125441
3	-0.895865	0.147691
4	-0.840135	0.165425
5	-0.771691	0.174718
6	-0.687281	0.204188
7	-0.612676	0.207869
8	-0.547232	0.202991
9	-0.462043	0.213602
10	-0.390945	0.224575
11	-0.31104	0.237413
12	-0.22502	0.22994
13	-0.15496	0.228569
14	-0.0788268	0.225695
15	-0.00871991	0.233693
16	0.0636113	0.23172
17	0.117902	0.224275
18	0.204843	0.223684
19	0.254068	0.217108
20	0.312695	0.226321
21	0.37531	0.220557
22	0.427415	0.220753
23	0.478785	0.214422
24	0.530059	0.192537
25	0.579284	0.200231
26	0.61957	0.195972
27	0.655004	0.190264
28	0.701255	0.182708
29	0.743247	0.177284
30	0.777451	0.17347
31	0.809045	0.160149
32	0.839221	0.159818
33	0.865337	0.152297
34	0.896106	0.140752
35	0.913025	0.143196
36	0.93652	0.13842
37	0.961346	0.126414
38	0.974987	0.127354
39	0.998906	0.117761
40	1.01575	0.105855
41	1.03031	0.102911
42	1.03902	0.0976565
43	1.05058	0.0957646
44	1.07014	0.0855643
45	1.07419	0.0820536
46	1.08548	0.0786519
47	1.09777	0.07121
48	1.10707	0.0651266
49	1.11721	0.0598815
50	1.12427	0.0587244
51	1.13147	0.0538461
52	1.13804	0.049387
53	1.14652	0.0434676
54	1.15205	0.0385994
55	1.15608	0.0389462
56	1.16068	0.0371667
57	1.1672	0.0320554
58	1.17069	0.0309538
59	1.1771	0.0248305
60	1.18036	0.0259738
