# dynamic_c=1_k=4_n=100_b=-0.1_p=0.7
#
# N1	aoic	stdev
0	-1.04382	0.141412
1	-1.0361	0.141211
2	-1.00799	0.242884
3	-0.997622	0.250265
4	-0.983848	0.264435
5	-0.916074	0.415032
6	-0.89022	0.437764
7	-0.81869	0.531369
8	-0.715029	0.640497
9	-0.677887	0.648654
10	-0.529563	0.719561
11	-0.384727	0.779942
12	-0.258039	0.822045
13	-0.115834	0.853735
14	0.00417007	0.862848
15	0.225911	0.857895
16	0.36777	0.82469
17	0.481913	0.781727
18	0.647331	0.693383
19	0.744831	0.618174
20	0.830043	0.534168
21	0.918866	0.418378
22	0.974181	0.320477
23	0.997496	0.271917
24	1.0304	0.178918
25	1.04785	0.110979
26	1.04631	0.13993
27	1.06427	0.000809732
28	1.06816	0.000826076
29	1.072	0.000855621
30	1.07584	0.00085304
31	1.07967	0.000849094
32	1.08356	0.00081443
33	1.08732	0.000785759
34	1.09109	0.000811303
35	1.09483	0.000833745
36	1.09858	0.000843297
37	1.10232	0.000822619
38	1.10603	0.000843845
39	1.10971	0.000812994
40	1.11342	0.00080465
41	1.11706	0.000821951
42	1.12075	0.000800827
43	1.12436	0.000814028
44	1.12796	0.000823407
45	1.13157	0.000815679
46	1.13513	0.000823428
47	1.13875	0.000776648
48	1.14229	0.000763241
49	1.14587	0.000766564
50	1.1494	0.000750174
51	1.15288	0.000770458
52	1.15637	0.000731845
53	1.15988	0.000752654
54	1.16334	0.000712226
55	1.16687	0.000735526
56	1.17026	0.000741812
57	1.17372	0.000725655
58	1.17719	0.000704213
59	1.1806	0.000699171
60	1.18396	0.000706692
