# static_c=1_k=4_n=500_b=-0.1_p=0
#
# N1	aoic	stdev
0	-1.02624	0.0300985
5	-0.986756	0.0432913
10	-0.940152	0.0569078
15	-0.885862	0.0622502
20	-0.818403	0.0734208
25	-0.755303	0.0811591
30	-0.6852	0.0847751
35	-0.611932	0.0886643
40	-0.533351	0.0900882
45	-0.457021	0.0925953
50	-0.383233	0.0956217
55	-0.31715	0.0973075
60	-0.23797	0.098502
65	-0.162735	0.099553
70	-0.0894591	0.0950984
75	-0.0158863	0.098627
80	0.0510978	0.101864
85	0.113411	0.102524
90	0.175896	0.102584
95	0.233531	0.0973066
100	0.300845	0.0983632
105	0.359794	0.0946342
110	0.405282	0.0910822
115	0.460575	0.091051
120	0.506713	0.0887269
125	0.555814	0.0891906
130	0.596594	0.0849805
135	0.635725	0.0855017
140	0.67638	0.0846499
145	0.710634	0.0814135
150	0.748939	0.0795611
155	0.77912	0.0740267
160	0.809109	0.0727217
165	0.839073	0.0714406
170	0.868592	0.0672116
175	0.889196	0.066705
180	0.90977	0.0612495
185	0.93172	0.0586878
190	0.953956	0.0565312
195	0.97361	0.0517785
200	0.988954	0.0511471
205	1.00564	0.0484915
210	1.0194	0.0457743
215	1.03387	0.0422302
220	1.04698	0.0416025
225	1.05898	0.0377311
230	1.07201	0.034256
235	1.08292	0.0340601
240	1.09117	0.0329532
245	1.09923	0.0296459
250	1.10893	0.0275673
255	1.11636	0.0254326
260	1.1234	0.0237982
265	1.12916	0.0227038
270	1.13584	0.0204161
275	1.14205	0.0194955
280	1.14854	0.0166446
285	1.15324	0.0157407
290	1.15804	0.0151867
295	1.16272	0.0134399
300	1.16734	0.0128664
