# dynamic_c=1_k=4_n=250_b=-0.02_p=0
#
# N1	aoic	stdev
0	-0.269173	0.211849
3	-0.159889	0.20063
6	-0.0665247	0.198892
9	0.031915	0.187547
12	0.129141	0.189851
15	0.208805	0.183802
18	0.290888	0.169501
21	0.374368	0.158642
24	0.445058	0.155332
27	0.508493	0.144633
30	0.558232	0.140472
33	0.62378	0.137222
36	0.680051	0.132602
39	0.728883	0.120291
42	0.764093	0.11757
45	0.811789	0.111061
48	0.847738	0.10247
51	0.88405	0.0941961
54	0.907593	0.0923528
57	0.936018	0.088096
60	0.959883	0.0811183
63	0.984897	0.0738675
66	1.00124	0.0707107
69	1.0171	0.0673617
72	1.03928	0.0580449
75	1.05124	0.055933
78	1.06546	0.0512913
81	1.07779	0.0465955
84	1.08692	0.0443667
87	1.09846	0.0387802
90	1.10762	0.0346139
93	1.11379	0.0344693
96	1.12453	0.0293626
99	1.12975	0.0276851
102	1.13756	0.0238641
105	1.14391	0.0220477
108	1.14864	0.0207469
111	1.15508	0.0176693
114	1.16004	0.0163254
117	1.16562	0.0128414
120	1.16978	0.0127939
123	1.17432	0.011531
126	1.1793	0.00871713
129	1.18314	0.00929879
132	1.18793	0.00647106
135	1.19192	0.00560123
138	1.19604	0.00507312
141	1.20002	0.0047967
144	1.20401	0.00413063
147	1.20789	0.00422751
150	1.21199	0.00210246
