# dynamic_c=1_k=2_n=500_b=0_p=0
#
# N1	aoic	stdev
0	-0.00379592	0.118918
5	0.0548466	0.119975
10	0.118143	0.114035
15	0.16389	0.105136
20	0.218862	0.102198
25	0.272805	0.103955
30	0.318823	0.098838
35	0.367833	0.0983233
40	0.411497	0.0959334
45	0.450924	0.0922667
50	0.491835	0.0907926
55	0.52768	0.0907567
60	0.563159	0.0834698
65	0.60135	0.0796561
70	0.634909	0.0788117
75	0.664116	0.0750782
80	0.69962	0.0763618
85	0.721788	0.0706335
90	0.750683	0.0707363
95	0.779274	0.0688131
100	0.804179	0.0643032
105	0.827253	0.0631762
110	0.850791	0.061343
115	0.869799	0.0600922
120	0.889375	0.0553382
125	0.910194	0.0545396
130	0.929936	0.0541791
135	0.947136	0.0503989
140	0.96222	0.049706
145	0.977083	0.0476457
150	0.992427	0.0464212
155	1.00803	0.0426718
160	1.02219	0.0410866
165	1.03336	0.0394406
170	1.04338	0.0376132
175	1.05415	0.0384569
180	1.06718	0.0332698
185	1.07646	0.0340657
190	1.08658	0.0317769
195	1.09531	0.0302121
200	1.1032	0.0287862
205	1.11146	0.0272501
210	1.11977	0.0250854
215	1.12787	0.0257002
220	1.13457	0.023214
225	1.13906	0.0234713
230	1.14594	0.0219085
235	1.15268	0.0207635
240	1.15787	0.0198087
245	1.16476	0.0176159
250	1.16876	0.016707
255	1.17532	0.0150113
260	1.18018	0.0138728
265	1.18493	0.0133072
270	1.18908	0.012176
275	1.19352	0.0117128
280	1.19786	0.0112643
285	1.20175	0.0103314
290	1.20577	0.0101983
295	1.20976	0.00880215
300	1.21395	0.00800673
