# dynamic_c=1_k=4_n=250_b=-0.06_p=0
#
# N1	aoic	stdev
0	-0.866524	0.130413
3	-0.754847	0.140149
6	-0.645415	0.145551
9	-0.55098	0.15389
12	-0.445394	0.150686
15	-0.335689	0.160602
18	-0.237025	0.159105
21	-0.135291	0.159156
24	-0.036718	0.159561
27	0.0539041	0.152268
30	0.143743	0.157309
33	0.220924	0.147158
36	0.306751	0.146724
39	0.3776	0.147219
42	0.443966	0.143753
45	0.512223	0.130545
48	0.562685	0.131154
51	0.634934	0.124018
54	0.681789	0.125857
57	0.726416	0.119906
60	0.76364	0.108778
63	0.806204	0.108883
66	0.844228	0.100026
69	0.878415	0.0998277
72	0.910214	0.0954582
75	0.942237	0.0870906
78	0.963972	0.0840384
81	0.984561	0.0735824
84	1.00461	0.0727376
87	1.02413	0.0673616
90	1.03969	0.0620155
93	1.05667	0.0596646
96	1.06998	0.0521684
99	1.08295	0.0495323
102	1.09334	0.0460524
105	1.10502	0.0428958
108	1.11543	0.037682
111	1.12393	0.0333043
114	1.13272	0.0300113
117	1.1386	0.028643
120	1.14539	0.0260507
123	1.15233	0.0241741
126	1.15937	0.0190458
129	1.16421	0.0184504
132	1.17018	0.0156706
135	1.17499	0.0143185
138	1.17932	0.0137388
141	1.18409	0.0129333
144	1.18952	0.0086874
147	1.19334	0.00979517
150	1.19807	0.00726925
