# dynamic_c=1_k=4_n=250_b=-0.1_p=0
#
# N1	aoic	stdev
0	-1.03616	0.0426961
3	-0.988762	0.0699972
6	-0.925398	0.089802
9	-0.856957	0.097744
12	-0.775311	0.11418
15	-0.693387	0.118807
18	-0.602147	0.127391
21	-0.509317	0.12815
24	-0.415076	0.137326
27	-0.332069	0.141166
30	-0.235333	0.145853
33	-0.145623	0.144198
36	-0.0588814	0.143236
39	0.0216985	0.143347
42	0.108717	0.143559
45	0.190794	0.144637
48	0.250459	0.139316
51	0.322639	0.142252
54	0.401089	0.13922
57	0.454461	0.132965
60	0.511835	0.128175
63	0.584869	0.123439
66	0.628029	0.119898
69	0.672633	0.120433
72	0.719096	0.114152
75	0.754316	0.110153
78	0.795333	0.104134
81	0.837316	0.0993138
84	0.862773	0.0957188
87	0.897624	0.0925126
90	0.926105	0.0857471
93	0.947538	0.0850357
96	0.972694	0.0771792
99	0.994858	0.0713356
102	1.01648	0.0681756
105	1.03263	0.0656549
108	1.05117	0.0603232
111	1.06528	0.0555719
114	1.07718	0.054255
117	1.09324	0.0478803
120	1.10243	0.0455151
123	1.11231	0.042522
126	1.1256	0.035746
129	1.13082	0.0352168
132	1.14197	0.0300979
135	1.14705	0.0306318
138	1.15488	0.0258581
141	1.16142	0.0247292
144	1.16776	0.0213338
147	1.17557	0.017006
150	1.17965	0.017287
