# dynamic_c=1_k=4_n=250_b=0_p=0.7
#
# N1	aoic	stdev
0	0.0161393	1.00844
3	0.258096	0.968724
6	0.502192	0.867866
9	0.673118	0.74851
12	0.819019	0.598408
15	0.942458	0.40256
18	0.998928	0.26256
21	1.02438	0.174438
24	1.04006	0.0994601
27	1.05003	0.00032621
30	1.0545	0.000341304
33	1.05897	0.000341157
36	1.06342	0.000378794
39	1.06782	0.000374338
42	1.07222	0.000387821
45	1.07656	0.000388653
48	1.08092	0.000375926
51	1.08527	0.000378997
54	1.08956	0.000391587
57	1.09385	0.000394747
60	1.09811	0.000385138
63	1.10236	0.000407706
66	1.10661	0.000391043
69	1.1108	0.000418198
72	1.115	0.000391225
75	1.11917	0.000412174
78	1.1233	0.000407493
81	1.12744	0.000392762
84	1.13157	0.000418114
87	1.13567	0.000405897
90	1.13975	0.000406308
93	1.14377	0.00040073
96	1.14785	0.000420155
99	1.15187	0.000401907
102	1.15589	0.000404945
105	1.15987	0.000401755
108	1.16386	0.000389106
111	1.16785	0.000410363
114	1.17175	0.000405659
117	1.17569	0.000370061
120	1.17966	0.000378394
123	1.18355	0.000391427
126	1.18744	0.000382369
129	1.19129	0.000389856
132	1.19515	0.000374899
135	1.19901	0.000375084
138	1.20285	0.000370963
141	1.20665	0.000360784
144	1.21047	0.000353844
147	1.21424	0.000357223
150	1.21801	0.000351395
