# dynamic_c=1_k=4_n=250_b=0_p=0
#
# N1	aoic	stdev
0	0.00269754	0.214624
3	0.109487	0.19932
6	0.185285	0.200052
9	0.265775	0.193484
12	0.349847	0.178697
15	0.423401	0.178104
18	0.494941	0.166667
21	0.560758	0.148449
24	0.617305	0.150425
27	0.666621	0.139786
30	0.717472	0.13707
33	0.761132	0.125506
36	0.803989	0.119909
39	0.839742	0.112571
42	0.880242	0.104933
45	0.915647	0.0974996
48	0.945865	0.088909
51	0.96392	0.0848956
54	0.986992	0.0781242
57	1.00241	0.0729781
60	1.02625	0.0660256
63	1.04078	0.0611177
66	1.05102	0.0587929
69	1.06708	0.049608
72	1.07656	0.0488879
75	1.08946	0.0428785
78	1.0983	0.038793
81	1.10682	0.0343988
84	1.11516	0.0321588
87	1.12228	0.0281581
90	1.12898	0.0248178
93	1.13557	0.0223597
96	1.14117	0.0193548
99	1.14683	0.0170564
102	1.1516	0.0156041
105	1.15656	0.0137191
108	1.1617	0.0116609
111	1.16517	0.0123977
114	1.17019	0.0106562
117	1.17439	0.00949663
120	1.17854	0.00850287
123	1.18252	0.00845369
126	1.18691	0.00667558
129	1.19042	0.00808186
132	1.19528	0.00303691
135	1.19915	0.00288931
138	1.20301	0.00239988
141	1.20696	0.00153829
144	1.21074	0.00203379
147	1.21457	0.0015984
150	1.2184	0.00041694
